id,acceptedNameUsage,associatedMedia,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,basisOfRecord,behavior,bibliographicCitation,catalogNumber,class,collectionCode,collectionID,continent,coordinateUncertaintyInMeters,country,countryCode,county,datasetID,datasetName,dateIdentified,decimalLatitude,decimalLongitude,disposition,dynamicProperties,establishmentMeans,eventDate,eventRemarks,eventTime,family,fieldNotes,footprintWKT,genus,geodeticDatum,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceRemarks,georeferenceSources,georeferenceVerificationStatus,habitat,higherClassification,higherGeography,identificationQualifier,identificationReferences,identificationRemarks,identifiedBy,individualCount,infraspecificEpithet,institutionCode,islandGroup,kingdom,language,license,lifeStage,locality,locationAccordingTo,locationRemarks,maximumElevationInMeters,minimumElevationInMeters,modified,municipality,nomenclaturalCode,occurrenceRemarks,order,otherCatalogNumbers,ownerInstitutionCode,phylum,preparations,previousIdentifications,recordedBy,recordNumber,references,reproductiveCondition,rightsHolder,samplingProtocol,scientificName,scientificNameAuthorship,sex,specificEpithet,stateProvince,subgenus,taxonRank,taxonRemarks,type,typeStatus,verbatimCoordinates,verbatimCoordinateSystem,verbatimDepth,verbatimElevation,verbatimEventDate,verbatimLatitude,verbatimLocality,verbatimLongitude,verbatimSRS,vernacularName,waterBody,year
18873665,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603853),QFA0603853,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1972-09-16,,,Lythraceae,,,Lythrum,,,,,,,,Champ humide.,,,,,,"Brown, Michel",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"Ville de MontrÃ©al, Aird-Sherbrooke.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Brown, Michel",738,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,16 septembre 1972,,,,,,,
18873664,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603852),QFA0603852,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1971-08-15,,,Lythraceae,,,Lythrum,,,,,,,,Entre les roches.,,,,,,"Malo, Robert",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"Chambly, bord du Richelieu.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Malo, Robert",738,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,15 aoÃ»t 1971,,,,,,,
18873663,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603851),QFA0603851,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1979-07-23,,,Lythraceae,,,Lythrum,,,,,,,,Bord de l'eau.,,,,,,"Boivin, Paulin",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,ÃŽle-aux-Noix.,,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Boivin, Paulin",738,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,23 juillet 1979,,,,,,,
18873662,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603850),QFA0603850,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1971-06-23,,,Lythraceae,,,Lythrum,,,,,,,,Champ inculte.,,,,,,"Gamelin, Pierre",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"BÃ©langer-Valdombe, Ville de Saint-LÃ©onard.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Gamelin, Pierre",738,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,23 juin 1971,,,,,,,
18873661,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603849),QFA0603849,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1968-09-08,,,Lythraceae,,,Lythrum,,,,,,,,Bord de mer.,,,,,,"Lockquell, Michel",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© de Kamouraska, RiviÃ¨re Ouelle.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Lockquell, Michel; Moffett, Lise",54,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,08 septembre 1968,,,,,,,
18873660,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603848),QFA0603848,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1971-08-04,,,Lythraceae,,,Lythrum,,,,,,,,"Bord de l'Outaouais, endroit sec.",,,,,,"Mathieu, Eloi",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© Papineau, Plaisance, Parc Dollard des Ormeaux, bord de l'Outaouais.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Mathieu, Eloi",58,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,04 aoÃ»t 1971,,,,,,,
18873659,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603847),QFA0603847,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1975-07-20,,,Lythraceae,,,Lythrum,,,,,,,,En bordure d'un chemin de terre.,,,,,,"Coulombe, Francine",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© de Beauce-Sud, Courcelles.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Coulombe, Francine",70,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,20 juillet 1975,,,,,,,
18873658,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603846),QFA0603846,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1975-08-25,,,Lythraceae,,,Lythrum,,,,,,,,"Champ sablonneux, bien drainÃ©, en bordure du chemin.",,,,,,"Guimond, AndrÃ©",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© de Charlevoix-Est, Saint-Louis de l'ÃŽle-aux-Coudres, en bordure du chemin qui traverse l'Ã®le.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Guimond, AndrÃ©",180,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,25 aoÃ»t 1975,,,,,,,
18873657,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603845),QFA0603845,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1967-08-19,,,Lythraceae,,,Lythrum,,,,,,,,Bord du lac.,,,,,,"Webster, Roy-A.",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© de Gatineau, Lac Heney.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Webster, Roy-A.",67H-22,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,19 aoÃ»t 1967,,,,,,,
18873656,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603844),QFA0603844,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1956-08-22,,,Lythraceae,,,Lythrum,,,,,,,,Bord du Saint-Laurent.,,,,,,"Danis, Dominique frÃ¨re",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© de Chambly, Longueil.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Danis, Dominique frÃ¨re",738,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,22 aoÃ»t 1956,,,,,,,
18873655,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603843),QFA0603843,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1960-07-21,,,Lythraceae,,,Lythrum,,,,,,,,Prairie marÃ©cageuse.,,,,,,"Boulva, Jean",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© de Chicoutimi, Canton Harvey, St-Fulgence, prairie marÃ©cageuse de l'Anse aux Foins.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Boulva, Jean",60160a,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,21 juillet 1960,,,,,,,
18873654,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603842),QFA0603842,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1975-08-10,,,Lythraceae,,,Lythrum,,,,,,,,"Sur le bord de la riviÃ¨re, prÃ¨s des chutes.",,,,,,"Lacoste, Jacqueline",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© de Rouville, Richelieu.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Lacoste, Jacqueline",134,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,10 aoÃ»t 1975,,,,,,,
18873653,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603841),QFA0603841,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1975-07-14,,,Lythraceae,,,Lythrum,,,,,,,,Bord d'un fossÃ©.,,,,,,"Lacoste, Jacqueline",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© de Saint-Hyacinthe, Sainte-Madeleine.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Lacoste, Jacqueline",111,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,14 juillet 1975,,,,,,,
18873652,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603840),QFA0603840,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,1966,,,,,,1958-09-13,,,Lythraceae,,,Lythrum,,,,,,,,Rivage.,,,,,,"Brisson, Samuel",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"MontrÃ©al, Pointe-aux-Trembles, ÃŽle Ste-ThÃ©rÃ¨se.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Rondeau, F.",s.n.,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,13 septembre 1958,,,,,,,
18873650,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603838),QFA0603838,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1964-08-01,,,Lythraceae,,,Lythrum,,,,,,,,Terrain marÃ©cageux.,,,,,,"Potvin, Christian",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© de QuÃ©bec, Orsainville, terrain marÃ©cageux prÃ¨s du jardin zoologique.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Potvin, Christian",70,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,01 aoÃ»t 1964,,,,,,,
18873649,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603837),QFA0603837,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,1962-09-12,,,,,,1962-08-10,,,Lythraceae,,,Lythrum,,,,,,,,Terrains incultes le long de la riviÃ¨re Saint-Maurice.,,,,,,M. C.,,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© de Champlain, Saint-Georges.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Ferron, Maurice",s.n.,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,10 aoÃ»t 1962,,,,,,,
18873648,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603836),QFA0603836,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1956-08-06,,,Lythraceae,,,Lythrum,,,,,,,,GrÃ¨ve du Saint-Laurent.,,,,,,"Danis, Dominique frÃ¨re",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,Saint-Jean-Port-Joli.,,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Danis, Dominique frÃ¨re",738,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,06 aoÃ»t 1956,,,,,,,
18873647,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603835),QFA0603835,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1932-07-02,,,Lythraceae,,,Lythrum,,,,,,,,Bord du fleuve.,,,,,,"Macaire, frÃ¨re",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© de Chambly, Longueil, au bord du fleuve Saint-Laurent.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Macaire, frÃ¨re",s.n.,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,02 juillet 1932,,,,,,,
18873646,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603834),QFA0603834,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1969-08-01,,,Lythraceae,,,Lythrum,,,,,,,,Bord gravelleux de riviÃ¨re.,,,,,,"Hamel, Claude",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© de Wolfe, Canton de Ham Nord, Saint-Adrien de Ham, bord gravelleux de la riviÃ¨re Nicolet.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Hamel, Claude",18358,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,01 aoÃ»t 1969,,,,,,,
18873645,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603833),QFA0603833,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1931-07-26,,,Lythraceae,,,Lythrum,,,,,,,,,,,,,,"Meilleur, RenÃ©",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,Terrebonne.,,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Meilleur, RenÃ©",562-b,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,26 juillet 1931,,,,,,,
18873644,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603832),QFA0603832,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1932-06-30,,,Lythraceae,,,Lythrum,,,,,,,,Rive du St-Laurent.,,,,,,"Gauthier, frÃ¨re Dominique",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,Longueil.,,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Gauthier, frÃ¨re Dominique",562,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,30 juin 1932,,,,,,,
18873643,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603831),QFA0603831,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1976-08-06,,,Lythraceae,,,Lythrum,,,,,,,,Bord route.,,,,,,"Couture, Anne",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© QuÃ©bec, Ste-Foy, bord route, boul. du Versant-Nord.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Couture, Anne",s.n.,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,06 aoÃ»t 1976,,,,,,,
18873642,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603830),QFA0603830,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1989-08-17,,,Lythraceae,,,Lythrum,unknown,,,,,,,,,,,,,"Perron, Nathalie",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© ÃŽles-de-la-Madeleine, Havre Haubert.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Perron, Nathalie",40,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,degrÃ©es minutes secondes,,,17 aoÃ»t 1989,47Ëš 14' N,,61Ëš 57' O,unknown,,,
18873641,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603829),QFA0603829,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1989-08-18,,,Lythraceae,,,Lythrum,unknown,,,,,,,"Groupement vÃ©gÃ©tal: champs; Strate, abondance: herbacÃ©es (hautes).",,,,,,"Montcalm, Katerine",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© de Laprairie, St-Constant.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Montcalm, Katerine",48,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,degrÃ©es minutes secondes,,,18 aoÃ»t 1989,45Ëš 22' N,,73Ëš 34' O,unknown,,,
18873640,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603828),QFA0603828,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1986-07-30,,,Lythraceae,,,Lythrum,,,,,,,,Bordure de l'autoroute.,,,,,,"Gauthier, Ghislain",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© Richelieu, Tracy, bordure de l'autoroute 30.",,,,,,,ICBN,Hauteur de la plante environ 1 mÃ¨tre.,,,UniversitÃ© Laval,,mounted,,"Gauthier, Ghislain",37,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,30 juillet 1986,,,,,,,
18873639,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603827),QFA0603827,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1962-08-05,,,Lythraceae,,,Lythrum,unknown,,,,,,,"Rivage sablonneux, zone intercotidale.",,,,,,"Boulva, Jean",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© Saguenay, Canton Albert, Ste-Marguerite, rivage sablonneux de la baie Sainte-Marguerite.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Boulva, Jean; Brisson, Samuel",6245,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,degrÃ©es minutes secondes,,,05 aoÃ»t 1962,48Ëš 16' N,,69Ëš 57' O,unknown,,,
18873638,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603826),QFA0603826,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1963-09-16,,,Lythraceae,,,Lythrum,,,,,,,,Terrain rocheux.,,,,,,"Faubert, GaÃ©tan",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,Beauharnois.,,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Faubert, GaÃ©tan",29,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,16 septembre 1963,,,,,,,
18873637,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603825),QFA0603825,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1958-07-25,,,Lythraceae,,,Lythrum,,,,,,,,"Bord de la route, terrain marÃ©cageux.",,,,,,"Brisson, Samuel",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"ComtÃ© de Chicoutimi, St-Fulgence.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Brisson, Samuel",701,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,25 juillet 1958,,,,,,,
18873636,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603824),QFA0603824,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1945-08-09,,,Lythraceae,,,Lythrum,,,,,,,,Terrain de jeu amÃ©nagÃ© Ã  la machine dans la montagne bordant le Lac Saint-Joseph (probablement la station le plus au Nord).,,,,,,"Rolland-Germain, frÃ¨re",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"St-Adolphe d'Harvard, ctÃ© d'Argenteuil.",,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Rolland-Germain, frÃ¨re",339,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,09 aoÃ»t 1945,,,,,,,
18873635,Lythrum salicaria Linnaeus,,,,,,PreservedSpecimen,,Lythrum salicaria L. (QFA0603823),QFA0603823,,QFA,urn:lsid:biocol.org:col:15846,,,Canada,,,http://dataset.canadensys.net/qfa-vascular-specimens,Herbier Louis-Marie (QFA) - Collection de plantes vasculaires,,,,,,,1940-07-15,,,Lythraceae,,,Lythrum,,,,,,,,Rivage du St-Laurent.,,,,,,"Danis, Dominique frÃ¨re",,,UniversitÃ© Laval,,Plantae,fr|en,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,Fairchild.,,,,,,,ICBN,,,,UniversitÃ© Laval,,mounted,,"Danis, Dominique frÃ¨re",240,,,UniversitÃ© Laval,,Lythrum salicaria L.,L.,,salicaria,QuÃ©bec,,species,,Physical Object,,,,,,15 juillet 1940,,,,,,,
